question1,question1_senti,question2,question2_senti,diff_senti,Corelation_API,Corelation_tfidf,is_duplicate
Why we don't feel sympathy towards everyone?,0.041190057,Why don't I feel like talking to anyone?,0.221186794,0.179996737,0.906631882,0.270913471,0
Why do brothers hate sisters?,0.004024891,Why do we hate our sisters?,0.016033689,0.012008798,0.928990779,0.795985566,1
What is the best site for downloading Kannada films in torrent form?,0.905457264,What's a good torrent site to download games from?,0.5,0.405457264,0.71896972,0.546554981,0
What are some of the most gruesome causes of death?,0.1228812,What causes death by hanging?,0.26595792,0.14307672,0.772801129,0.433738111,0
What is latency in telecom?,0.5,How does WiFi latency compare to Wired Ethernet?,0.5,0,0.736336682,0.451973812,0
Is senior residency at Hindu Rao Hospital teaching experience?,0.5,I am studying BS Computer science. I am in 7th semester and can't pass the basic programming course. Wasted alot money?,0.097699672,0.402300328,0.437386515,0,0
What behavioral adaptations do pandas have?,0.5,What behavioral adaptations do red pandas have?,0.5,0,0.972989611,0.903837664,0
Is Textile Engineering Good?,0.918735358,Is textile engineering good or not?,0.756605671,0.162129687,0.933692356,1,1
What is the fastest production car?,0.5,What is the world's fastest street legal car?,0.834045274,0.334045274,0.824309747,0.544747288,0
How magnets are made?,0.5,What are magnets made of?,0.5,0,0.966909113,1,0
What's the street value of A332?,0.826513751,What is true value?,0.869711594,0.043197843,0.740375617,0.301543414,0
What are the qualifications for being an FBI or CIA agent?,0.5,What does it take to become an FBI agent?,0.5,0,0.746336404,0.587232866,0
What is the best operating system for the PC in 2014?,0.902142871,What is the best operating system for PC?,0.897405935,0.004736936,0.99918458,0.844542162,0
Why are major Indian TV channels absent in northeast?,0.110811037,How many TV channels are there in the world?,0.5,0.389188963,0.689106881,0.406069879,0
Hypothetical scenario: Our actual credit card system & banking never existed before. How would you implement a digital currency on the Internet today?,0.800065375,What are some inventions from the Neolithic Age?,0.5,0.300065375,0.438591241,0,0
How does Quora quickly mark questions as needing improvement?,0.882976239,Why does Quora mark my questions as needing improvement/clarification before I have time to give it details? Literally within seconds…,0.5,0.382976239,0.844275627,0.446471417,1
How will I contact a good hacker?,0.754292967,How can I hire a hacker?,0.5,0.254292967,0.842287623,0.449074448,1
What are the best horror novel in 2016?,0.95995378,What are some of the best horror novels of 2014?,0.914044439,0.045909341,0.913975193,0.751221827,0
What is the most beautiful thing that you have ever seen?,0.913342208,What is the most beautiful thing ever built?,0.951725614,0.038383406,0.959392796,0.642946439,0
What are the most important things for living a good life?,0.960415629,Why should I live?,0.244692349,0.71572328,0.744643402,0.488865273,0
What is the meaning and purpose to life?,0.5,What is the exact meaning of life?,0.5,0,0.9013365,0.506622479,1
What should I do when my friends betray me?,0.77243244,What can I do when my friend betrayed me?,0.174162974,0.598269466,0.949535749,0.968888689,1
I'm 15 year old my height is 5 feet 7 inches and my weight is 50 kg what should I do to gain weight?,0.945042821,"I am 22, my weight is 46 kg and my height is 5.4 ft. What should I do to gain height and weight?",0.893113444,0.051929377,0.894764028,0.519707344,1
Why is Saltwater taffy candy imported in China?,0.299777323,Why is Saltwater taffy candy imported in Laos?,0.281222463,0.01855486,0.960621735,0.757021154,1
Is there a different price over the Internet than in person when trying to book a room in Mexico City from the US?,0.5,Why is Mexico City dangerous?,0.256185567,0.243814433,0.697283171,0.414396931,0
Why did Venuetastic fail?,0.050187711,How much does it cost to book a good wedding venue?,0.760158375,0.709970664,0.527000853,0,0
"Which were some of the most amazing responses you have got with Cortana, Siri or Amazon Echo?",0.985954703,What are some of the most amazing concepts given by theoretical physicists which cannot be proved in reality or are too advanced to prove with available resources/technologies?,0.994506926,0.008552223,0.445602308,0.09712993,0
What is most important in life - money or values?,0.852812833,What is more important money or respect?,0.871647932,0.018835099,0.94460537,0.4614018,0
Who are the best hackers in India?,0.893169111,Who is best Indian hacker?,0.896211731,0.00304262,0.895657537,0.761725703,1
Should the Indian education system be changed?,0.5,Do we need to change the  education system of India? If yes then why?,0.84493182,0.34493182,0.751719303,0.64849748,1
What are the multiple uses of hollow columns?,0.5,What is the standard size of a column for building?,0.5,0,0.676505455,0.336481286,0
Which are some commonly mispronounced words?,0.5,What are some of the most commonly mispronounced English words?,0.5,0,0.945118482,0.936850406,0
Why is it that every teen girl has a crush on her mathematics teacher? Is it the intelligence or their behavior?,0.143395246,Do girls get crushes on their male teachers?,0.29474326,0.151348014,0.799952892,0.46982726,0
Is it too late to go to medical school and become a doctor?,0.059539334,Is it too late to go to medical school at 24?,0.039731035,0.019808299,0.949421556,0.695932441,1
Where can I buy best quality commercial innerspring sofa bed in Chatswood West?,0.856101491,Where can I get quality services for cleaning paint and paint removal in Chatswood?,0.5,0.356101491,0.483433005,0.296678077,0
"If you screenshot someone's Instagram video, will they get notified that you screenshotted it?",0.5,If I screenshot someone's live video on Instagram do they get notified?,0.5,0,0.968692048,0.880604895,0
"What government exams, other than the GATE, can final year computer science students give?",0.5,"What government exams, other than the GATE can average mark final year computer science students give?",0.5,0,0.971862751,0.900596838,1
What sentences use all 26 letters without any repeats?,0.728938141,"Pangrams: In English, using all the letters of the alphabet exactly once, and picking one dictionary, can you make a sentence, or any set of common English words?",0.5,0.228938141,0.82433063,0.225570856,0
What is the effect of hypodensity of white matter in parietal lobe of brain?,0.926779547,How do I increase grey matter in the brain?,0.956234327,0.02945478,0.65559788,0.277187387,0
What is your job and your salary? Are you satisfied with your current job?,0.963307,My IQ is currently 83. Can I get a high paying job or ever get a six figure salary job?,0.5,0.463307,0.859001715,0.456142377,0
Psychopaths: Do you find babies cute?,0.5,Do psychopaths find babies cute?,0.5,0,0.97074193,1,1
What is the opera song with a choir used for horror movies?,0.221402048,"What are an opera choir's rights? Do we get paid for rehearsals? Are we entitled to catering throughout rehearsals, etc. (part of an opera company)?",0.905066702,0.683664654,0.781281659,0.43224193,0
Would a woman in the Catholic Church be shunned or ostracized for having a sexual relationship with a priest?,0.5,What would happen if a woman sued the Catholic Church for not allowing them to become a priest?,0.214339866,0.285660134,0.82465914,0.520330022,0
"If a Canadian gets a tattoo in America, do they have to declare the cost when returning to Canada?",0.5,I'm a Canadian PR that just finished studying in the US. I got offered an H1-B. Should I take the offer or return to Canada?,0.5,0,0.766360032,0.309440911,0
How can I see who blocked me at Facebook?,0.157441351,Will I see if someone blocked me of Facebook?,0.212342495,0.054901144,0.955518378,0.81687821,1
Why has there been a scarcity of high quality fantasy films?,0.768179782,Briefly describe how you would test a mineral for each of these properties?,0.5,0.268179782,0.340530394,0,0
Who are some of great coders from Tamil Nadu?,0.956235364,Are there any competitive coders from Tamil Nadu?,0.757878956,0.198356408,0.896723363,0.824801595,1
What do think of when you hear the word elect?,0.5,"What do you think when you hear the word, ""Japan""?",0.5,0,0.962579018,0.75436653,0
Which is the best programming language to learn in 2017?,0.955651539,How should you start learning programming?,0.790182963,0.165468576,0.854137583,0.511202988,0
What is the ultimate way to serve humanity?,0.831953622,How can one serve humanity?,0.5,0.331953622,0.943743854,0.625243653,1
How can I calculate 72 hours from now?,0.5,How do I calculate a semester percentage from SGPA in ITER?,0.5,0,0.527071576,0.148991315,0
How hard was it for Jimmy Wales to immigrate to the UK?,0.107235456,Why does Jimmy Wales choose to reside in London instead of the US?,0.5,0.392764544,0.815701701,0.439158791,0
Cochin to London etihad is the change over time of 1hr sufficient in Dubai?,0.800974279,What is difference between China and the United States to send gifts?,0.908420217,0.107445938,0.40565253,0,0
What is Quora's algorithm for sorting answers to a single question?,0.5,How does the ranking of answers on Quora work?,0.5,0,0.887563926,0.298137373,0
What will be the resolution one should have for the year 2016?,0.5,What's your resolution for year 2016?,0.5,0,0.809575777,0.854742041,1
What are Balaji Viswanathan's views on caste based reservations in India?,0.5,What is Balaji Vishwanathan's view on caste based reservation system in India?,0.5,0,0.908376305,0.722797107,1
Jawed habib haircut prices?,0.5,DO YOU THINK IF MY TREE FALLS ON YOUR PROPERTY IT SHOULD BE MYINE OR YOUR RESPONSABILITY?,0.750527509,0.250527509,0.332408661,0,0
Does any one have ebook of answers of wren and Martin grammer and composition?,0.5,Why did barvaria join Germany?,0.800848376,0.300848376,0.558209042,0,0
What is [math]x[/math] if [math]x+\left(\dfrac{1}{x}\right) =0[/math]?,0.5,What is [math]\mathop {\lim}\limits_{x \to 0^+}\frac{1}{x}^\frac{-x}{x+1}[/math]?,0.5,0,0.903465954,0.405055432,0
Whenever its about “her” its a very special feeling. Tried hard to forget her but she's alwys spcl. Should I stop talking to her even as a friend ?,0.102037678,How should I stop thinking about someone?,0.215510232,0.113472554,0.805217783,0.124682954,0
What are Mutual funds? How do they work?,0.5,What is mutual fund all about?,0.5,0,0.897262135,0.911884092,1
How has the vertebral column anatomy changed through time?,0.5,"When calculating bullet spin; MV X 12 (twist rate in inches) X 60=RPM, does distance to target matter?",0.5,0,0.25870498,0,0
